Plot_ID,Owner_Name,Father_Name,Survey_No,Gat_No,Area,Land_Type,Village,Taluka,District,State,Ownership_Type,No_of_Owners,Crop_Type,Irrigation_Source,Encumbrances,Mutation_Entry_No,Date_of_Mutation,Purchase_Value,Market_Value,Transaction_Type,Registration_No,Aadhaar_No,PAN_No,Contact_No,Address,Latitude,Longitude,Soil_Type,Fertility_Status,Ownership_Status,Land_Use,Tax_Status,Remarks,Last_Updated
PLOT256,Nitara Sathe,Dishani Jadhav,701/B,179,8.48,Non-Agricultural,Raiganj,Beed,Latur,Maharashtra,Joint,4,Soybean,Canal,None,M8163,2024-06-12,₹368602,₹1712574,Gift,R1031,XXXX-XXXX-9585,HONPV2971V,+914007778842,"75/262, Gole Road, Darbhanga 502383",17.4232,75.6173,Sandy,Medium,Disputed,Fallow,Unpaid,Partially cultivated,2024-11-05
PLOT257,Mahika Dass,Khushi Shinde,340/B,665,2.9,Agricultural,Nangloi Jat,Beed,Kolhapur,Maharashtra,Single,1,Paddy,Well,Mortgage,M7380,2021-04-07,₹257639,₹2254264,Inheritance,R4877,XXXX-XXXX-4102,HZHPG8135K,+917010737516,"67/398, Shukla, Sirsa-536205",17.2556,75.5094,Laterite,Fertile,Active,Fallow,Unpaid,Requires leveling,2025-05-22
PLOT258,Adira Dave,Mehul Patil,691/C,410,8.72,Agricultural,Haldia,Beed,Latur,Maharashtra,Joint,3,Maize,Borewell,Bank Loan,M4110,2020-11-16,₹758952,₹2015089,Sale,R7285,XXXX-XXXX-4812,KHZPX3648J,3532941217,"37/85, Rama Chowk, Katihar-972662",18.6461,75.3707,Sandy,Medium,Disputed,Residential,Paid,Under observation,2024-11-15
PLOT259,Kismat Deshmukh,Dharmajan Shinde,435/A,797,4.77,Agricultural,Agartala,Sangola,Solapur,Maharashtra,Joint,3,Cotton,Canal,None,M4707,2022-11-12,₹665529,₹2410798,Inheritance,R6777,XXXX-XXXX-1268,PHOPH9168L,00767692756,"25/445, Ramachandran Nagar, Begusarai-766461",17.9874,74.1254,Laterite,Medium,Disputed,Fallow,Unpaid,Partially cultivated,2025-05-10
PLOT260,Aarush Chatterjee,Aniruddh More,758/C,279,1.08,Non-Agricultural,Ballia,Shrigonda,Kolhapur,Maharashtra,Joint,4,Wheat,Well,Mortgage,M6370,2024-07-18,₹336193,₹1792295,Inheritance,R9932,XXXX-XXXX-9880,DDJPI5467A,8709182442,"H.No. 14, Thakkar Circle, Rajpur Sonarpur 603658",17.225,75.9073,Black Cotton,Low,Disputed,Fallow,Unpaid,Partially cultivated,2025-01-05
PLOT261,Onkar Bhardwaj,Neelofar Deshmukh,497/B,935,8.72,Non-Agricultural,Tiruvottiyur,Sangola,Kolhapur,Maharashtra,Single,1,Paddy,Canal,Mortgage,M7627,2025-04-19,₹888508,₹2388573,Gift,R2779,XXXX-XXXX-3229,WGYPZ1162V,3276027888,"H.No. 889, Jaggi Chowk, Aligarh-597596",19.2745,73.0177,Sandy,Low,Disputed,Fallow,Unpaid,Boundary not verified,2025-07-14
PLOT262,Hunar Madan,Siya Jadhav,290/A,261,3.26,Agricultural,Gandhidham,Karjat,Kolhapur,Maharashtra,Joint,2,Soybean,Borewell,Legal Dispute,M5756,2023-11-29,₹784629,₹1758516,Inheritance,R5653,XXXX-XXXX-4910,XEFPN0887M,01966970045,"511, Sachar Road, Jaipur 360968",18.3863,75.883,Laterite,Low,Active,Fallow,Paid,Boundary not verified,2025-05-24
PLOT263,Kimaya Mann,Mishti Kadam,310/B,262,9.76,Non-Agricultural,Burhanpur,Sangola,Beed,Maharashtra,Joint,4,Soybean,Canal,Mortgage,M5687,2022-01-14,₹797255,₹1931439,Inheritance,R5921,XXXX-XXXX-5151,OTDPY9728T,2373216630,"823, Sankaran Nagar, Guntur-168464",18.9847,73.0484,Alluvial,Low,Disputed,Crop,Unpaid,Under observation,2025-08-11
PLOT264,Kanav Jani,Nitara More,393/A,471,11.64,Non-Agricultural,Chinsurah,Karjat,Solapur,Maharashtra,Joint,4,Fallow,Rainfed,None,M6329,2023-04-11,₹685760,₹2442340,Sale,R1623,XXXX-XXXX-7405,QCJPX2340Z,+911284696748,"28/48, Kota Nagar, Vijayanagaram 312641",18.1639,74.4193,Black Cotton,Medium,Disputed,Fallow,Unpaid,Under observation,2025-06-30
PLOT265,Himmat Bali,Ryan Kadam,471/A,677,7.56,Non-Agricultural,Gandhinagar,Karmala,Ahmednagar,Maharashtra,Joint,5,Cotton,Rainfed,Legal Dispute,M9311,2021-09-12,₹722823,₹2472954,Sale,R5320,XXXX-XXXX-3227,RNCPP7170E,08715343327,"87/31, Ahuja Path, Gangtok 108639",18.4565,73.8598,Sandy,Medium,Active,Residential,Unpaid,Irrigated area,2024-10-22
PLOT266,Kanav Arya,Indranil Deshmukh,287/B,476,10.46,Non-Agricultural,Pallavaram,Pandharpur,Pune,Maharashtra,Joint,4,Maize,Borewell,Legal Dispute,M7522,2024-02-25,₹564620,₹1251674,Gift,R6633,XXXX-XXXX-7777,SPAPN7357R,+919581764593,"90/449, Bhakta Marg, Dewas-342054",18.6481,73.0728,Black Cotton,Low,Active,Residential,Paid,Dryland,2025-04-28
PLOT267,Veer Hayre,Ojas More,766/A,156,3.16,Agricultural,Jalna,Sangola,Beed,Maharashtra,Joint,3,Maize,Rainfed,None,M4536,2022-11-09,₹304223,₹1939288,Inheritance,R3727,XXXX-XXXX-6720,BTPPE1826N,3401590326,"579, Zachariah Ganj, Asansol 104525",19.9287,73.6597,Laterite,Low,Active,Residential,Paid,Irrigated area,2025-09-11
PLOT268,Farhan Kalla,Madhup Deshmukh,505/C,657,11.52,Agricultural,Deoghar,Beed,Beed,Maharashtra,Joint,3,Maize,Borewell,Legal Dispute,M3186,2022-08-02,₹832862,₹2286652,Sale,R1570,XXXX-XXXX-4684,ELEPX4393W,4780600060,"H.No. 84, Khare, Rajahmundry 850441",17.3329,73.9646,Sandy,Fertile,Disputed,Residential,Paid,Dryland,2025-07-12
PLOT269,Jayesh Kota,Tara Patil,691/A,647,6.83,Non-Agricultural,Thiruvananthapuram,Sangola,Nashik,Maharashtra,Single,1,Fallow,Borewell,Mortgage,M3814,2021-02-27,₹840350,₹1094501,Inheritance,R5328,XXXX-XXXX-3802,NQOPK9360O,1186820870,"720, Bhardwaj Chowk, Jorhat-847145",18.1877,73.5255,Sandy,Fertile,Active,Fallow,Unpaid,Requires leveling,2025-04-14
PLOT270,Chirag Balan,Vanya Pawar,760/B,257,8.69,Agricultural,Karnal,Karmala,Satara,Maharashtra,Single,1,Cotton,Well,Legal Dispute,M1526,2024-11-03,₹457789,₹2130607,Sale,R4581,XXXX-XXXX-7171,ILWPG6019N,08905892363,"07, Boase Circle, Bhavnagar 764403",18.9202,74.7636,Alluvial,Low,Disputed,Fallow,Unpaid,Boundary not verified,2024-12-01
PLOT271,Kartik Brar,Nirvi Jadhav,814/B,477,6.36,Agricultural,Rajpur Sonarpur,Beed,Pune,Maharashtra,Single,1,Cotton,Rainfed,Mortgage,M6988,2020-12-02,₹857323,₹2082060,Inheritance,R1651,XXXX-XXXX-5818,UHRPP3670M,02688147622,"04/601, Chokshi Ganj, Shivpuri-365500",19.1599,75.5945,Black Cotton,Low,Active,Fallow,Paid,Requires leveling,2025-05-06
PLOT272,Vritika Bava,Zoya Deshmukh,145/B,607,8.09,Non-Agricultural,Indore,Baramati,Solapur,Maharashtra,Joint,4,Sugarcane,Borewell,Legal Dispute,M4793,2021-07-19,₹381006,₹2025558,Gift,R2808,XXXX-XXXX-1471,LJOPR2608B,8168149079,"H.No. 90, Saraf Street, Nagpur-107043",17.9038,74.5111,Alluvial,Low,Disputed,Residential,Unpaid,Under observation,2024-12-10
PLOT273,Zeeshan Vyas,Mohanlal Deshmukh,658/C,973,0.56,Non-Agricultural,Burhanpur,Sangola,Beed,Maharashtra,Joint,3,Cotton,Rainfed,Bank Loan,M6940,2025-08-31,₹318239,₹2192722,Inheritance,R8855,XXXX-XXXX-6400,UGEPD6452E,5595082353,"H.No. 64, Cheema Chowk, Nanded 549874",18.6624,75.5831,Laterite,Medium,Disputed,Fallow,Paid,Dryland,2024-10-26
PLOT274,Ojas Srivastava,Vanya Shinde,471/C,443,7.33,Agricultural,Bhilwara,Mohol,Satara,Maharashtra,Single,1,Fallow,Rainfed,Mortgage,M7558,2022-10-01,₹255827,₹2475371,Inheritance,R3896,XXXX-XXXX-1248,EUVPJ6195C,7691942344,"34/58, Chada, Bhatpara-730455",18.671,74.7465,Alluvial,Low,Active,Residential,Paid,Irrigated area,2024-12-02
PLOT275,Anahi Sundaram,Himmat Kadam,413/C,348,2.1,Agricultural,Tirunelveli,Baramati,Kolhapur,Maharashtra,Single,1,Wheat,Well,Bank Loan,M3719,2023-03-19,₹282427,₹1618123,Gift,R6613,XXXX-XXXX-1574,WBQPQ9560N,08535959242,"86, Sibal, Proddatur 805506",17.8233,73.0796,Red,Low,Active,Fallow,Paid,Irrigated area,2025-07-29
PLOT276,Siya Jani,Kaira Pawar,244/A,571,2.83,Non-Agricultural,Ichalkaranji,Karjat,Kolhapur,Maharashtra,Joint,4,Wheat,Borewell,Legal Dispute,M8254,2022-06-17,₹748136,₹2179797,Gift,R9844,XXXX-XXXX-2241,SXCPB8323M,07886755488,"05/728, Salvi Path, Bihar Sharif-444960",19.1256,75.6391,Black Cotton,Medium,Active,Residential,Unpaid,Irrigated area,2024-10-21
PLOT277,Armaan Tata,Taimur Deshmukh,866/C,137,9.27,Non-Agricultural,Akola,Rahuri,Pune,Maharashtra,Single,1,Wheat,Well,Bank Loan,M6805,2025-07-30,₹287673,₹1387023,Sale,R7659,XXXX-XXXX-1443,STXPD2433L,5010392545,"91, Keer Zila, Kulti 796545",17.7854,73.0164,Red,Low,Active,Residential,Paid,Under observation,2025-03-03
PLOT278,Charvi Grewal,Kartik Deshmukh,913/C,559,6.14,Agricultural,New Delhi,Karjat,Latur,Maharashtra,Single,1,Wheat,Borewell,None,M5361,2023-10-08,₹799948,₹1644657,Sale,R4375,XXXX-XXXX-9166,FKQPE6624D,+917587267452,"31, Deshpande Road, Mangalore-658365",19.6507,73.0921,Laterite,Low,Disputed,Crop,Paid,Under observation,2024-11-26
PLOT279,Ehsaan Dara,Emir Pawar,874/C,139,8.68,Non-Agricultural,Faridabad,Shrigonda,Pune,Maharashtra,Single,1,Fallow,Borewell,Legal Dispute,M5047,2020-10-21,₹426078,₹1983733,Gift,R9676,XXXX-XXXX-7299,YABPE5232C,04655134211,"H.No. 60, Bhagat Zila, Dewas 304887",17.2417,73.719,Sandy,Medium,Disputed,Residential,Unpaid,Partially cultivated,2024-12-21
PLOT280,Ahana  Devi,Ivan Jadhav,984/A,457,10.78,Non-Agricultural,Hindupur,Rahuri,Beed,Maharashtra,Joint,4,Soybean,Borewell,None,M4737,2021-10-02,₹273721,₹2184003,Sale,R1637,XXXX-XXXX-4058,GSBPY6688I,+915731426292,"H.No. 374, Bawa Street, Faridabad-648462",17.5884,73.6405,Laterite,Low,Active,Crop,Unpaid,Irrigated area,2024-10-12
PLOT281,Biju Desai,Aarav Shinde,543/B,785,4.6,Non-Agricultural,Ahmednagar,Sangola,Satara,Maharashtra,Single,1,Cotton,Canal,Bank Loan,M8123,2024-12-30,₹815552,₹2095344,Gift,R6752,XXXX-XXXX-5032,XZWPA7914Z,07210837596,"H.No. 17, Dixit Road, Tiruchirappalli 980457",19.3805,75.1455,Laterite,Medium,Active,Crop,Unpaid,Dryland,2024-10-10
PLOT282,Stuvan Batta,Purab More,262/A,207,2.8,Non-Agricultural,Maheshtala,Sangola,Pune,Maharashtra,Single,1,Paddy,Borewell,None,M5071,2024-10-03,₹763842,₹1665693,Inheritance,R3104,XXXX-XXXX-2104,GZWPQ2900V,09638228218,"H.No. 63, Chaudhari Nagar, Sonipat 512176",19.2227,73.3135,Red,Medium,Active,Fallow,Unpaid,Partially cultivated,2025-05-18
PLOT283,Kabir Chaudhary,Inaaya  Pawar,883/C,858,1.87,Non-Agricultural,Rewa,Karmala,Latur,Maharashtra,Joint,4,Cotton,Well,Bank Loan,M6404,2024-03-23,₹894617,₹2273457,Gift,R1974,XXXX-XXXX-3741,SVZPX7784G,3033651975,"953, Varma Circle, Deoghar-152131",19.0113,73.0607,Alluvial,Medium,Disputed,Crop,Unpaid,Partially cultivated,2024-11-26
PLOT284,Yashvi Shukla,Dhruv Patil,710/C,991,9.46,Non-Agricultural,Shivpuri,Beed,Latur,Maharashtra,Single,1,Fallow,Canal,Bank Loan,M3417,2021-12-07,₹746661,₹2110693,Gift,R9926,XXXX-XXXX-7061,WORPH1309P,+914341884422,"H.No. 142, Baria Marg, Guna-072202",19.1789,74.0425,Red,Fertile,Active,Fallow,Paid,Requires leveling,2025-10-04
PLOT285,Sara Konda,Ira Jadhav,378/C,737,3.18,Non-Agricultural,Bettiah,Rahuri,Kolhapur,Maharashtra,Joint,5,Cotton,Borewell,Mortgage,M4614,2023-02-24,₹403713,₹2404533,Gift,R5710,XXXX-XXXX-4514,FUNPL0677M,01372005882,"625, Dave Nagar, Bhiwandi 820801",17.1267,73.4582,Alluvial,Medium,Active,Fallow,Unpaid,Partially cultivated,2025-04-15
PLOT286,Piya Sachar,Vivaan Deshmukh,818/A,107,9.38,Non-Agricultural,Bhind,Karmala,Latur,Maharashtra,Joint,5,Wheat,Canal,Legal Dispute,M5159,2021-03-16,₹814198,₹2323952,Inheritance,R4349,XXXX-XXXX-6267,GDRPG0756Z,+917066080357,"28/67, Bhatnagar Chowk, Bhatpara-237543",19.2868,73.8625,Alluvial,Fertile,Disputed,Residential,Unpaid,Under observation,2025-04-07
PLOT287,Aniruddh Mani,Pihu Shinde,346/C,875,2.25,Agricultural,Raurkela Industrial Township,Rahuri,Kolhapur,Maharashtra,Joint,2,Fallow,Canal,Mortgage,M4808,2024-01-03,₹813578,₹1243976,Sale,R6315,XXXX-XXXX-6036,BNPPL9603A,+916924392665,"855, Ranganathan Marg, Ahmedabad-060132",17.4231,74.3123,Laterite,Fertile,Active,Residential,Paid,Boundary not verified,2025-09-08
PLOT288,Hunar Sane,Vanya Pawar,688/A,465,9.8,Agricultural,Morbi,Karjat,Nashik,Maharashtra,Joint,3,Fallow,Well,Legal Dispute,M8825,2020-11-26,₹556239,₹2469305,Gift,R4268,XXXX-XXXX-4254,ACHPZ3644C,02589565657,"80, Vala Chowk, Bathinda 220591",18.8307,75.9677,Black Cotton,Fertile,Disputed,Fallow,Unpaid,Partially cultivated,2025-01-20
PLOT289,Adah Kannan,Tejas Deshmukh,668/C,461,0.6,Agricultural,Dhanbad,Karjat,Kolhapur,Maharashtra,Single,1,Cotton,Rainfed,Mortgage,M3253,2022-01-19,₹750698,₹1495196,Inheritance,R2929,XXXX-XXXX-5436,NNAPA9285D,+912088272483,"229, Sinha Path, Dibrugarh-456041",18.4226,75.7968,Sandy,Medium,Active,Residential,Paid,Irrigated area,2024-11-04
PLOT290,Jayesh Gade,Aarna More,649/A,588,8.12,Agricultural,Morbi,Baramati,Ahmednagar,Maharashtra,Joint,3,Maize,Canal,Mortgage,M5369,2024-05-04,₹725986,₹1871746,Gift,R3233,XXXX-XXXX-5665,PEXPH8605N,9031964538,"H.No. 07, Dugar Zila, Arrah 422980",17.841,73.2054,Red,Medium,Active,Fallow,Unpaid,Partially cultivated,2025-07-09
PLOT291,Jayesh Tara,Jivin Shinde,881/C,947,9.66,Non-Agricultural,Bhatpara,Shrigonda,Latur,Maharashtra,Joint,3,Sugarcane,Canal,Mortgage,M9621,2021-10-04,₹826011,₹1035569,Inheritance,R9021,XXXX-XXXX-9076,SCZPD6514B,+914781020897,"75, Dara Path, Aizawl-384819",17.6369,73.0143,Laterite,Low,Disputed,Crop,Unpaid,Boundary not verified,2025-09-07
PLOT292,Anvi Aurora,Ivana Deshmukh,164/B,403,7.14,Non-Agricultural,Meerut,Baramati,Latur,Maharashtra,Single,1,Soybean,Canal,Bank Loan,M9880,2024-12-29,₹442701,₹2380126,Gift,R9647,XXXX-XXXX-9640,PDLPV4527J,+913391949968,"47/12, Karan Road, Bhopal 920586",17.7344,73.1126,Red,Fertile,Disputed,Residential,Unpaid,Partially cultivated,2025-04-16
PLOT293,Kaira Lad,Anahita Shinde,592/C,565,9.18,Non-Agricultural,Bally,Beed,Solapur,Maharashtra,Single,1,Maize,Rainfed,Bank Loan,M4927,2023-09-10,₹565451,₹2012737,Gift,R4840,XXXX-XXXX-3016,NPSPW6774E,+916966393470,"191, Gara Ganj, Anantapuram 713632",18.1844,73.8617,Laterite,Fertile,Disputed,Fallow,Paid,Requires leveling,2025-03-03
PLOT294,Emir Ghose,Aayush Pawar,276/C,114,9.33,Non-Agricultural,Ahmednagar,Baramati,Kolhapur,Maharashtra,Single,1,Soybean,Canal,Bank Loan,M3014,2023-08-29,₹470517,₹1898112,Sale,R6118,XXXX-XXXX-6475,EAOPA7240G,+918338449957,"139, Sem Circle, Bidhannagar 776949",18.2696,75.1834,Sandy,Medium,Active,Fallow,Paid,Irrigated area,2024-10-27
PLOT295,Adah Batta,Shalv More,452/C,448,1.91,Agricultural,Tadepalligudem,Karmala,Satara,Maharashtra,Single,1,Soybean,Rainfed,Mortgage,M6370,2025-03-01,₹644107,₹1502232,Gift,R7816,XXXX-XXXX-6083,VARPR1555R,+912147269260,"35/45, Aurora Zila, Bhiwandi 448555",19.4982,75.4418,Alluvial,Medium,Active,Residential,Unpaid,Boundary not verified,2024-10-09
PLOT296,Aarush Thakur,Pranay Patil,764/A,795,3.35,Non-Agricultural,Singrauli,Shrigonda,Ahmednagar,Maharashtra,Joint,4,Wheat,Well,Bank Loan,M9082,2022-03-03,₹674021,₹1084103,Gift,R2341,XXXX-XXXX-1349,FANPS9575K,+910088695227,"96/775, Sridhar Circle, Anand 749408",19.8204,75.4615,Sandy,Medium,Disputed,Residential,Paid,Dryland,2025-03-11
PLOT297,Stuvan Khanna,Gatik More,487/B,999,10.6,Non-Agricultural,Guntur,Karjat,Solapur,Maharashtra,Single,1,Sugarcane,Well,Bank Loan,M7749,2024-04-23,₹420959,₹1837760,Inheritance,R3370,XXXX-XXXX-9128,YLVPO9990W,+918743408590,"617, Singhal, Malda 489720",19.5431,74.8473,Laterite,Low,Disputed,Residential,Paid,Boundary not verified,2024-12-31
PLOT298,Urvi Srivastava,Zaina Patil,437/A,755,11.99,Agricultural,Mira-Bhayandar,Shrigonda,Pune,Maharashtra,Single,1,Soybean,Borewell,Mortgage,M6515,2024-12-19,₹867863,₹2035451,Inheritance,R4470,XXXX-XXXX-7763,HGMPN2906I,04222866489,"96, Ravi Zila, Kalyan-Dombivli-603409",19.2999,74.9064,Alluvial,Fertile,Disputed,Crop,Paid,Irrigated area,2025-09-11
PLOT299,Faiyaz Biswas,Damini Kadam,914/C,808,0.84,Non-Agricultural,Kumbakonam,Beed,Latur,Maharashtra,Joint,3,Sugarcane,Rainfed,Bank Loan,M5691,2024-03-27,₹414979,₹1076758,Sale,R3215,XXXX-XXXX-6412,UQQPE4861Q,03876541772,"597, Jaggi Marg, Fatehpur 590249",18.124,75.9816,Red,Fertile,Disputed,Crop,Unpaid,Under observation,2025-09-14
PLOT300,Neysa Tiwari,Darshit More,993/C,685,7.99,Agricultural,Muzaffarpur,Rahuri,Solapur,Maharashtra,Single,1,Sugarcane,Borewell,Legal Dispute,M7643,2023-03-28,₹398055,₹1857322,Sale,R6047,XXXX-XXXX-1748,CTAPZ3879T,09639394275,"98, Brahmbhatt Path, Howrah-156819",19.2087,73.7363,Black Cotton,Low,Disputed,Crop,Paid,Requires leveling,2025-03-05
PLOT301,Sahil Jani,Hazel More,477/A,134,7.3,Agricultural,Dewas,Mohol,Ahmednagar,Maharashtra,Single,1,Maize,Borewell,Mortgage,M5541,2024-09-18,₹543935,₹2359590,Sale,R6358,XXXX-XXXX-3456,AZKPM8187G,05875177093,"99/83, Magar Road, Gandhinagar 477231",19.4422,74.644,Alluvial,Fertile,Active,Fallow,Unpaid,Requires leveling,2024-11-04
PLOT302,Ayesha Dhaliwal,Inaaya  More,688/A,533,8.93,Agricultural,Vadodara,Beed,Latur,Maharashtra,Joint,4,Cotton,Rainfed,Legal Dispute,M7751,2021-09-20,₹669843,₹1895045,Inheritance,R9656,XXXX-XXXX-4983,QVWPI4467K,+915537776978,"34/614, Dixit Marg, Raichur-839611",19.2139,75.8513,Red,Fertile,Disputed,Fallow,Paid,Requires leveling,2025-09-12
PLOT303,Sumer Shetty,Ivan Deshmukh,883/C,313,1.81,Non-Agricultural,Darbhanga,Beed,Pune,Maharashtra,Single,1,Soybean,Borewell,Legal Dispute,M3636,2023-07-31,₹752119,₹2460224,Sale,R4524,XXXX-XXXX-3719,DEAPJ6441P,08404217766,"65/79, Chandra Circle, Kulti 350527",19.4112,74.6671,Red,Medium,Disputed,Crop,Unpaid,Under observation,2025-02-25
PLOT304,Uthkarsh Lala,Stuvan Kadam,611/B,701,2.24,Agricultural,Cuttack,Karjat,Satara,Maharashtra,Single,1,Cotton,Borewell,None,M7498,2023-11-13,₹260260,₹1199463,Gift,R2200,XXXX-XXXX-3817,ZXRPK0463K,7146416652,"84, Sani Ganj, Kanpur 651061",17.4063,73.7164,Sandy,Low,Disputed,Fallow,Paid,Under observation,2025-08-16
PLOT305,Jiya Devan,Saanvi Deshmukh,960/B,406,5.88,Non-Agricultural,Bhusawal,Beed,Solapur,Maharashtra,Single,1,Cotton,Well,Bank Loan,M7739,2024-09-24,₹842456,₹2440059,Gift,R4914,XXXX-XXXX-5748,EIUPM4526H,4682726522,"268, Bora Ganj, Ahmednagar-036300",18.1959,73.4051,Sandy,Fertile,Disputed,Residential,Paid,Requires leveling,2024-11-05
PLOT306,Neelofar Bawa,Inaaya  Deshmukh,962/A,748,4.87,Agricultural,Ambala,Karmala,Solapur,Maharashtra,Joint,2,Cotton,Well,Bank Loan,M9300,2025-05-18,₹338119,₹1864323,Sale,R1800,XXXX-XXXX-1129,FIDPH7717I,2298610180,"96, Batta Nagar, Dehradun 821198",17.2894,75.535,Sandy,Low,Active,Crop,Unpaid,Partially cultivated,2025-02-25
PLOT307,Kashvi Saha,Indrajit Patil,824/A,237,9.5,Agricultural,Kishanganj,Karmala,Beed,Maharashtra,Joint,4,Cotton,Canal,Mortgage,M2578,2024-09-08,₹496321,₹1804506,Inheritance,R9183,XXXX-XXXX-9606,JUMPT6990H,07925347941,"H.No. 94, Dhawan Marg, Dindigul-577525",17.4887,73.0533,Red,Fertile,Disputed,Fallow,Paid,Irrigated area,2025-08-09
PLOT308,Miraan Seth,Kiara More,889/B,417,0.83,Agricultural,Pondicherry,Karmala,Nashik,Maharashtra,Single,1,Maize,Rainfed,Bank Loan,M2401,2023-03-28,₹568167,₹2281243,Gift,R4425,XXXX-XXXX-9475,BZKPA1014L,8711962218,"86/50, Randhawa Circle, Srikakulam 003857",18.967,74.0529,Sandy,Low,Active,Crop,Unpaid,Boundary not verified,2024-10-24
PLOT309,Lagan Sani,Bhavin Pawar,127/C,887,7.65,Agricultural,Bhiwandi,Rahuri,Ahmednagar,Maharashtra,Single,1,Fallow,Borewell,None,M9125,2022-12-04,₹425595,₹2220109,Gift,R5360,XXXX-XXXX-1870,WHBPQ9399D,4145550872,"66/47, Kar Street, Gudivada-635735",18.775,75.1835,Alluvial,Medium,Disputed,Fallow,Paid,Irrigated area,2025-01-28
PLOT310,Aaryahi Shere,Kashvi Shinde,671/C,491,8.54,Non-Agricultural,Rohtak,Beed,Nashik,Maharashtra,Joint,4,Paddy,Borewell,Mortgage,M7720,2021-06-09,₹699489,₹988742,Gift,R7994,XXXX-XXXX-5593,HVQPG7834Y,2209196258,"36/537, Walla Zila, Ambattur 777711",17.2994,75.2111,Black Cotton,Low,Disputed,Fallow,Paid,Partially cultivated,2025-06-04
PLOT311,Dhanuk Sethi,Madhup Pawar,792/B,903,5.43,Agricultural,Surendranagar Dudhrej,Mohol,Solapur,Maharashtra,Single,1,Paddy,Borewell,Legal Dispute,M4969,2025-02-17,₹685272,₹1822148,Gift,R5822,XXXX-XXXX-1777,PGRPB8101M,01070353359,"45/94, Sathe Street, Bidar-003379",18.8807,74.0364,Alluvial,Low,Active,Crop,Unpaid,Irrigated area,2025-07-19
PLOT312,Anika Gour,Lagan Shinde,692/A,971,7.55,Non-Agricultural,Nadiad,Shrigonda,Satara,Maharashtra,Single,1,Cotton,Well,Mortgage,M2682,2020-10-13,₹642127,₹2259614,Sale,R8796,XXXX-XXXX-6516,YXPPG8310J,03255873003,"15/87, Guha Path, Proddatur-705080",19.8803,75.9261,Black Cotton,Medium,Active,Crop,Unpaid,Boundary not verified,2025-01-15
PLOT313,Indrajit Kara,Ahana  Deshmukh,302/B,980,7.41,Non-Agricultural,Salem,Mohol,Kolhapur,Maharashtra,Single,1,Wheat,Rainfed,Bank Loan,M8296,2021-05-05,₹432252,₹1657757,Inheritance,R7853,XXXX-XXXX-9349,XHUPC0051K,+918544735945,"07, Bhattacharyya Zila, Ulhasnagar 553481",17.7249,74.684,Sandy,Low,Active,Residential,Unpaid,Dryland,2024-11-12
PLOT314,Kabir Kota,Fateh Kadam,793/B,353,7.1,Non-Agricultural,Nagaon,Karjat,Solapur,Maharashtra,Single,1,Paddy,Canal,Bank Loan,M7181,2025-07-06,₹778436,₹1195418,Inheritance,R5762,XXXX-XXXX-7924,FLVPE9716L,+911562210366,"32, Swamy Ganj, Howrah-254783",17.1969,74.6574,Red,Fertile,Disputed,Crop,Paid,Under observation,2025-09-06
PLOT315,Krish Savant,Kismat Shinde,729/B,370,1.81,Non-Agricultural,Kakinada,Pandharpur,Nashik,Maharashtra,Single,1,Fallow,Canal,Legal Dispute,M2790,2022-11-19,₹263983,₹1718510,Sale,R2877,XXXX-XXXX-2440,EUQPR8307D,+917588293385,"70/41, Kashyap Zila, Asansol 421802",19.5654,75.7778,Alluvial,Medium,Disputed,Residential,Paid,Boundary not verified,2024-10-14
PLOT316,Jayan Sampath,Zoya Deshmukh,884/B,846,3.37,Agricultural,Sultan Pur Majra,Shrigonda,Beed,Maharashtra,Single,1,Maize,Borewell,Legal Dispute,M1393,2020-12-29,₹752964,₹2181813,Sale,R1263,XXXX-XXXX-3706,WEIPZ4009S,+913602869490,"H.No. 82, Dua Path, Panvel-800367",18.6394,73.7752,Sandy,Low,Active,Crop,Paid,Under observation,2025-01-26
PLOT317,Lakshay Jaggi,Priyansh Deshmukh,385/B,466,0.78,Non-Agricultural,Ramagundam,Beed,Satara,Maharashtra,Joint,5,Fallow,Canal,Legal Dispute,M7913,2021-07-23,₹612336,₹1953130,Gift,R3810,XXXX-XXXX-8110,JRSPR9179Q,+912824600278,"H.No. 221, Chad Street, Ongole 938699",18.524,73.2235,Sandy,Low,Disputed,Fallow,Paid,Dryland,2025-03-29
PLOT318,Himmat Agarwal,Adah Kadam,831/A,647,7.05,Non-Agricultural,Satara,Karmala,Kolhapur,Maharashtra,Joint,3,Maize,Canal,None,M6024,2020-10-23,₹813873,₹2193697,Inheritance,R5170,XXXX-XXXX-2715,ALIPA1593S,9022510075,"299, Wali, Sasaram 595719",17.8246,73.4851,Alluvial,Fertile,Active,Residential,Unpaid,Irrigated area,2025-07-09
PLOT319,Lakshit Bhasin,Ryan More,109/B,939,8.41,Agricultural,Amravati,Karmala,Kolhapur,Maharashtra,Single,1,Wheat,Well,Bank Loan,M8679,2024-01-01,₹279934,₹1656481,Inheritance,R2169,XXXX-XXXX-1180,SCEPP1211Y,+912079028709,"787, Cheema, Nangloi Jat 118728",18.427,74.9883,Alluvial,Fertile,Disputed,Residential,Unpaid,Irrigated area,2025-06-01
